Especialidad,Jornada_Horaria,Mes,Semana_Iso,Dia_Sem_Iso,Oferta_programada,Bloqueo,Oferta_disponible,Citas_asignadas,Sobrecupos,Cupos_Vendidos,Ticket_Integral_Especialidad
Categoria_08,Turno_B,3,14,1,27,0,27,1,0,0,310804
Categoria_12,Turno_B,3,12,4,43,0,43,0,0,0,848688
Categoria_60,Turno_A,3,11,5,65,0,65,0,0,0,40535
Categoria_52,Turno_A,3,11,1,185,0,185,7,0,0,143767
Categoria_63,Turno_B,3,13,4,43,0,43,1,0,0,34538
Categoria_64,Turno_A,3,12,4,58,0,58,0,0,0,386896
Categoria_51,Turno_B,3,11,4,50,0,50,4,0,0,657972
Categoria_34,Turno_B,3,13,5,41,0,41,0,0,0,904498
Categoria_45,Turno_B,3,13,3,30,0,30,0,0,0,211664
Categoria_45,Turno_A,3,10,1,12,0,12,11,0,0,211664
Categoria_44,Turno_A,3,11,3,62,15,47,15,0,0,698519
Categoria_20,Turno_A,3,11,6,20,20,0,0,0,0,804824
Categoria_24,Turno_B,2,9,1,10,10,0,0,0,0,23986
Categoria_33,Turno_A,3,10,2,1,0,1,0,0,0,298998
Categoria_41,Turno_B,3,13,5,48,0,48,0,0,0,465808
Categoria_25,Turno_B,3,10,2,58,15,43,43,0,0,988732
Categoria_65,Turno_A,3,11,4,85,0,85,1,0,0,501234
Categoria_36,Turno_A,3,10,1,31,14,17,2,0,0,499570
Categoria_09,Turno_A,3,11,4,71,0,71,28,0,0,22666
Categoria_41,Turno_B,3,12,3,49,0,49,4,0,0,465808
Categoria_25,Turno_B,3,13,5,12,0,12,12,0,0,988732
Categoria_04,Turno_A,3,14,1,11,0,11,0,0,0,298998
Categoria_10,Turno_A,3,11,4,6,0,6,1,0,0,909684
Categoria_26,Turno_A,3,11,1,258,75,183,30,0,0,490754
Categoria_11,Turno_A,3,13,4,6,0,6,4,0,0,923910
Categoria_44,Turno_A,3,13,2,35,0,35,2,0,0,698519
Categoria_52,Turno_B,3,11,4,103,0,103,5,0,0,143767
Categoria_09,Turno_B,3,10,2,92,17,75,29,0,0,22666
Categoria_35,Turno_A,3,13,4,211,2,209,0,0,0,139312
Categoria_35,Turno_A,3,11,2,246,2,244,3,0,0,139312
Categoria_40,Turno_B,3,14,1,17,0,17,0,0,0,149182
Categoria_64,Turno_A,3,14,2,93,11,82,0,0,0,386896
Categoria_12,Turno_B,3,11,3,37,0,37,7,0,0,848688
Categoria_40,Turno_A,3,10,3,12,0,12,0,0,0,149182
Categoria_51,Turno_C,3,10,1,4,0,4,4,0,0,657972
Categoria_66,Turno_A,3,11,5,80,0,80,5,0,0,146330
Categoria_45,Turno_B,3,10,1,13,0,13,7,0,0,211664
Categoria_45,Turno_B,3,10,4,8,0,8,5,0,0,211664
Categoria_44,Turno_B,2,9,1,25,0,25,23,0,0,698519
Categoria_26,Turno_B,3,11,4,116,0,116,40,0,0,490754
Categoria_59,Turno_B,3,11,1,26,0,26,8,0,0,596146
Categoria_35,Turno_B,3,13,1,217,32,185,0,0,0,139312
Categoria_48,Turno_A,3,14,2,49,0,49,39,0,0,311648
Categoria_52,Turno_B,3,10,2,82,12,70,20,0,0,143767
Categoria_Desconocida,Turno_B,3,10,3,21,0,21,6,0,0,298998
Categoria_15,Turno_B,2,9,4,10,10,0,0,0,0,482525
Categoria_05,Turno_A,3,10,1,25,0,25,25,0,0,168338
Categoria_08,Turno_A,3,11,2,58,18,40,16,0,0,310804
Categoria_09,Turno_B,3,11,1,115,12,103,31,0,0,22666
Categoria_25,Turno_B,3,11,4,21,0,21,21,0,0,988732
Categoria_61,Turno_A,3,14,2,17,0,17,0,0,0,144633
Categoria_08,Turno_B,3,10,3,20,0,20,20,0,0,310804
Categoria_61,Turno_B,2,9,4,106,40,66,17,0,0,144633
Categoria_24,Turno_A,3,10,6,11,0,11,5,0,0,23986
Categoria_40,Turno_A,3,13,4,39,0,39,0,0,0,149182
Categoria_41,Turno_A,3,13,5,58,0,58,1,0,0,465808
Categoria_65,Turno_B,3,11,4,41,0,41,3,0,0,501234
Categoria_09,Turno_B,3,11,4,101,0,101,42,0,0,22666
Categoria_52,Turno_A,3,10,2,154,3,151,16,0,0,143767
Categoria_06,Turno_B,3,10,2,14,0,14,14,0,0,717611
Categoria_65,Turno_B,3,11,1,35,0,35,8,0,0,501234
Categoria_51,Turno_B,3,11,1,36,0,36,10,0,0,657972
Categoria_34,Turno_B,2,9,3,36,24,12,1,0,0,904498
Categoria_62,Turno_A,2,9,3,27,12,15,15,0,0,611661
Categoria_24,Turno_B,3,14,2,10,0,10,0,0,0,23986
Categoria_24,Turno_A,3,14,2,12,0,12,0,0,0,23986
Categoria_65,Turno_B,2,9,3,68,20,48,16,0,0,501234
Categoria_60,Turno_B,2,9,2,16,0,16,7,0,0,40535
Categoria_41,Turno_B,3,10,2,43,0,43,37,0,0,465808
Categoria_36,Turno_B,3,10,1,30,12,18,1,0,0,499570
Categoria_27,Turno_B,3,10,3,6,0,6,0,0,0,194064
Categoria_64,Turno_B,2,9,4,18,0,18,5,0,0,386896
Categoria_66,Turno_A,3,10,1,38,0,38,20,0,0,146330
Categoria_49,Turno_B,3,12,3,61,0,61,4,0,0,58984
Categoria_09,Turno_A,3,13,5,102,0,102,13,0,0,22666
Categoria_41,Turno_A,3,12,3,73,0,73,3,0,0,465808
Categoria_12,Turno_A,2,9,1,84,45,39,30,0,0,848688
Categoria_47,Turno_A,3,13,3,25,0,25,0,0,0,831654
Categoria_51,Turno_A,3,11,1,18,0,18,7,0,0,657972
Categoria_52,Turno_B,2,9,3,39,0,39,7,0,0,143767
Categoria_53,Turno_A,3,13,5,35,0,35,7,0,0,860937
Categoria_04,Turno_A,3,13,4,2,0,2,0,0,0,298998
Categoria_03,Turno_B,3,10,1,6,0,6,0,0,0,298998
Categoria_34,Turno_A,3,10,2,67,0,67,0,0,0,904498
Categoria_24,Turno_A,3,12,1,27,0,27,3,0,0,23986
Categoria_35,Turno_B,3,10,3,156,10,146,1,0,0,139312
Categoria_Desconocida,Turno_A,2,9,6,15,0,15,0,0,0,298998
Categoria_49,Turno_A,2,9,3,44,8,36,36,0,0,58984
Categoria_36,Turno_A,3,10,4,31,17,14,2,0,0,499570
Categoria_Desconocida,Turno_A,2,9,5,23,0,23,23,0,0,298998
Categoria_Desconocida,Turno_A,3,12,5,23,0,23,0,0,0,298998
Categoria_26,Turno_A,3,13,6,132,21,111,43,0,0,490754
Categoria_32,Turno_A,2,9,4,6,0,6,3,0,0,224020
Categoria_64,Turno_A,3,12,1,16,0,16,0,0,0,386896
Categoria_44,Turno_A,3,14,2,35,0,35,0,0,0,698519
Categoria_49,Turno_B,3,10,2,52,0,52,38,0,0,58984
Categoria_28,Turno_B,3,10,4,15,0,15,15,0,0,633094
Categoria_54,Turno_B,2,9,4,10,0,10,7,0,0,130151
Categoria_67,Turno_A,3,14,1,73,0,73,0,0,0,713550
Categoria_26,Turno_B,3,10,2,153,26,127,76,0,0,490754
Categoria_58,Turno_A,2,9,2,31,0,31,31,0,0,274712
Categoria_54,Turno_B,3,10,5,8,0,8,6,0,0,130151
Categoria_42,Turno_B,3,11,1,27,0,27,27,0,0,934414
Categoria_14,Turno_A,3,11,1,34,0,34,34,0,0,658663
Categoria_09,Turno_A,3,10,2,82,33,49,32,0,0,22666
Categoria_12,Turno_B,2,9,1,68,40,28,13,0,0,848688
Categoria_68,Turno_B,2,9,3,72,0,72,24,0,0,995067
Categoria_63,Turno_A,3,14,1,71,0,71,0,0,0,34538
Categoria_12,Turno_A,3,10,5,78,19,59,13,0,0,848688
Categoria_61,Turno_A,3,10,5,22,22,0,0,0,0,144633
Categoria_20,Turno_A,3,12,2,20,0,20,20,0,0,804824
Categoria_20,Turno_B,3,11,5,38,38,0,0,0,0,804824
Categoria_59,Turno_A,3,10,2,23,0,23,4,0,0,596146
Categoria_24,Turno_A,3,10,5,12,0,12,4,0,0,23986
Categoria_24,Turno_B,2,9,4,10,0,10,7,0,0,23986
Categoria_48,Turno_B,3,14,2,58,0,58,28,0,0,311648
Categoria_59,Turno_B,3,12,3,20,0,20,2,0,0,596146
Categoria_69,Turno_A,3,13,3,17,0,17,0,0,0,361279
Categoria_34,Turno_A,3,12,3,42,0,42,0,0,0,904498
Categoria_14,Turno_B,3,12,3,15,0,15,15,0,0,658663
Categoria_12,Turno_A,2,9,4,76,62,14,2,0,0,848688
Categoria_58,Turno_A,3,13,3,31,0,31,14,0,0,274712
Categoria_41,Turno_A,3,11,1,48,0,48,10,0,0,465808
Categoria_41,Turno_B,3,11,4,41,0,41,14,0,0,465808
Categoria_53,Turno_B,3,12,3,18,0,18,5,0,0,860937
Categoria_67,Turno_A,3,12,6,32,0,32,0,0,0,713550
Categoria_12,Turno_B,3,13,2,36,0,36,2,0,0,848688
Categoria_53,Turno_A,3,11,4,27,0,27,21,0,0,860937
Categoria_68,Turno_A,3,13,5,108,0,108,0,0,0,995067
Categoria_22,Turno_B,2,9,3,8,8,0,0,0,0,907421
Categoria_40,Turno_A,3,14,1,26,0,26,0,0,0,149182
Categoria_33,Turno_B,3,12,3,2,0,2,0,0,0,298998
Categoria_51,Turno_B,3,12,3,41,21,20,1,0,0,657972
Categoria_51,Turno_B,2,9,3,41,0,41,41,0,0,657972
Categoria_24,Turno_B,3,11,3,25,0,25,13,0,0,23986
Categoria_24,Turno_B,3,10,5,10,0,10,3,0,0,23986
Categoria_35,Turno_A,3,12,6,158,0,158,0,0,0,139312
Categoria_Desconocida,Turno_B,2,9,5,6,0,6,0,0,0,298998
Categoria_08,Turno_A,3,13,4,71,0,71,34,0,0,310804
Categoria_21,Turno_A,3,13,2,15,0,15,15,0,0,466551
Categoria_21,Turno_B,3,13,2,6,0,6,6,0,0,466551
Categoria_21,Turno_A,3,10,5,12,0,12,12,0,0,466551
Categoria_12,Turno_B,3,10,5,59,8,51,5,0,0,848688
Categoria_12,Turno_A,3,12,4,76,0,76,4,0,0,848688
Categoria_28,Turno_A,3,13,3,18,0,18,0,0,0,633094
Categoria_65,Turno_A,3,12,3,39,0,39,0,0,0,501234
Categoria_54,Turno_A,3,12,1,14,0,14,1,0,0,130151
Categoria_60,Turno_A,3,10,1,76,16,60,29,0,0,40535
Categoria_46,Turno_A,2,9,2,15,15,0,0,0,0,625270
Categoria_12,Turno_A,3,11,3,94,0,94,4,0,0,848688
Categoria_53,Turno_A,3,11,1,28,0,28,16,0,0,860937
Categoria_44,Turno_A,3,10,5,49,0,49,31,0,0,698519
Categoria_45,Turno_B,3,12,2,11,0,11,1,0,0,211664
Categoria_44,Turno_A,2,9,4,35,0,35,32,0,0,698519
Categoria_12,Turno_A,3,14,2,106,0,106,1,0,0,848688
Categoria_12,Turno_A,3,13,2,106,0,106,0,0,0,848688
Categoria_23,Turno_A,2,9,2,32,32,0,0,0,0,298998
Categoria_63,Turno_A,3,10,3,78,6,72,32,0,0,34538
Categoria_41,Turno_B,3,11,1,62,0,62,4,0,0,465808
Categoria_48,Turno_A,3,11,3,33,0,33,33,0,0,311648
Categoria_48,Turno_A,2,9,1,20,0,20,20,0,0,311648
Categoria_62,Turno_B,2,9,3,34,14,20,12,0,0,611661
Categoria_05,Turno_A,3,13,3,16,0,16,2,0,0,168338
Categoria_26,Turno_A,3,11,4,151,16,135,5,0,0,490754
Categoria_37,Turno_A,3,14,1,12,0,12,2,0,0,294806
Categoria_28,Turno_B,3,13,3,15,0,15,1,0,0,633094
Categoria_61,Turno_B,3,12,4,92,20,72,1,0,0,144633
Categoria_38,Turno_A,2,9,1,6,6,0,0,0,0,638776
Categoria_38,Turno_A,2,9,4,6,6,0,0,0,0,638776
Categoria_36,Turno_A,3,12,2,27,0,27,0,0,0,499570
Categoria_34,Turno_B,3,10,2,36,0,36,4,0,0,904498
Categoria_48,Turno_B,3,12,4,49,0,49,49,0,0,311648
Categoria_44,Turno_B,3,13,2,23,0,23,4,0,0,698519
Categoria_53,Turno_B,2,9,3,19,0,19,19,0,0,860937
Categoria_24,Turno_B,3,12,4,10,0,10,1,0,0,23986
Categoria_21,Turno_A,3,12,4,15,0,15,15,0,0,466551
Categoria_02,Turno_A,3,11,5,15,0,15,14,0,0,655914
Categoria_69,Turno_B,2,9,2,24,0,24,20,0,0,361279
Categoria_25,Turno_B,2,9,3,19,13,6,6,0,0,988732
Categoria_60,Turno_A,2,9,2,46,31,15,10,0,0,40535
Categoria_49,Turno_A,3,13,6,16,0,16,14,0,0,58984
Categoria_63,Turno_A,3,11,2,24,0,24,2,0,0,34538
Categoria_43,Turno_A,3,10,2,6,0,6,6,0,0,129176
Categoria_43,Turno_A,3,13,5,6,0,6,0,0,0,129176
Categoria_43,Turno_B,3,11,1,8,0,8,4,0,0,129176
Categoria_46,Turno_A,3,13,3,15,0,15,1,0,0,625270
Categoria_49,Turno_B,3,11,4,33,0,33,9,0,0,58984
Categoria_48,Turno_B,3,10,5,12,0,12,12,0,0,311648
Categoria_20,Turno_A,2,9,2,44,0,44,44,0,0,804824
Categoria_20,Turno_B,3,10,1,32,14,18,18,0,0,804824
Categoria_62,Turno_B,3,13,5,14,0,14,0,0,0,611661
Categoria_59,Turno_A,3,11,1,14,0,14,1,0,0,596146
Categoria_59,Turno_A,3,12,3,26,0,26,3,0,0,596146
Categoria_23,Turno_A,3,10,1,32,32,0,0,0,0,298998
Categoria_23,Turno_A,3,13,3,8,0,8,0,0,0,298998
Categoria_24,Turno_A,3,13,2,12,0,12,1,0,0,23986
Categoria_07,Turno_B,2,9,1,13,9,4,4,0,0,927710
Categoria_52,Turno_B,3,11,1,38,0,38,0,0,0,143767
Categoria_35,Turno_B,3,12,5,116,2,114,0,0,0,139312
Categoria_14,Turno_B,3,10,2,38,0,38,38,0,0,658663
Categoria_08,Turno_A,3,12,5,13,0,13,6,0,0,310804
Categoria_56,Turno_B,3,12,3,8,0,8,4,0,0,283109
Categoria_14,Turno_B,3,11,1,4,0,4,0,0,0,658663
Categoria_58,Turno_A,3,10,1,17,0,17,17,0,0,274712
Categoria_14,Turno_A,3,13,5,26,26,0,0,0,0,658663
Categoria_44,Turno_B,2,9,4,40,12,28,28,0,0,698519
Categoria_66,Turno_A,3,13,3,39,0,39,0,0,0,146330
Categoria_54,Turno_B,3,13,2,10,0,10,5,0,0,130151
Categoria_44,Turno_B,3,14,2,23,0,23,1,0,0,698519
Categoria_44,Turno_A,2,9,1,36,0,36,36,0,0,698519
Categoria_40,Turno_A,3,13,1,26,0,26,1,0,0,149182
Categoria_62,Turno_A,3,12,3,28,15,13,0,0,0,611661
Categoria_51,Turno_B,3,13,5,46,0,46,0,0,0,657972
Categoria_63,Turno_A,3,13,4,15,0,15,0,0,0,34538
Categoria_59,Turno_B,3,11,4,20,0,20,7,0,0,596146
Categoria_65,Turno_A,3,13,6,21,0,21,0,0,0,501234
Categoria_48,Turno_A,3,13,2,49,0,49,38,0,0,311648
Categoria_07,Turno_A,3,10,5,5,0,5,1,0,0,927710
Categoria_21,Turno_A,3,11,3,12,0,12,12,0,0,466551
Categoria_04,Turno_B,3,14,1,4,0,4,0,0,0,298998
Categoria_49,Turno_A,3,12,3,44,0,44,1,0,0,58984
Categoria_08,Turno_B,2,9,5,2,2,0,0,0,0,310804
Categoria_61,Turno_A,2,9,1,22,22,0,0,0,0,144633
Categoria_20,Turno_A,3,10,4,42,0,42,42,0,0,804824
Categoria_59,Turno_A,3,13,5,14,0,14,1,0,0,596146
Categoria_23,Turno_A,3,12,2,32,0,32,0,0,0,298998
Categoria_53,Turno_A,2,9,3,17,6,11,11,0,0,860937
Categoria_48,Turno_B,2,9,4,49,0,49,49,0,0,311648
Categoria_60,Turno_B,3,10,1,40,0,40,2,0,0,40535
Categoria_65,Turno_A,3,10,2,99,21,78,9,0,0,501234
Categoria_60,Turno_A,3,12,2,46,0,46,1,0,0,40535
Categoria_37,Turno_B,3,13,4,19,0,19,1,0,0,294806
Categoria_34,Turno_A,2,9,3,42,0,42,3,0,0,904498
Categoria_14,Turno_B,2,9,3,15,0,15,15,0,0,658663
Categoria_37,Turno_A,3,10,3,12,0,12,12,0,0,294806
Categoria_08,Turno_B,3,11,2,22,0,22,11,0,0,310804
Categoria_28,Turno_A,3,11,5,18,0,18,2,0,0,633094
Categoria_56,Turno_A,3,10,2,12,0,12,12,0,0,283109
Categoria_60,Turno_B,3,13,3,20,0,20,0,0,0,40535
Categoria_49,Turno_B,3,13,5,34,0,34,4,0,0,58984
Categoria_52,Turno_A,3,13,5,151,0,151,1,0,0,143767
Categoria_05,Turno_B,3,10,4,16,0,16,15,0,0,168338
Categoria_34,Turno_A,3,11,4,54,0,54,0,0,0,904498
Categoria_61,Turno_B,2,9,1,72,33,39,39,0,0,144633
Categoria_49,Turno_B,3,11,1,31,0,31,13,0,0,58984
Categoria_38,Turno_A,3,11,3,3,0,3,3,0,0,638776
Categoria_67,Turno_A,2,9,6,52,0,52,26,0,0,713550
Categoria_37,Turno_B,3,11,2,24,0,24,24,0,0,294806
Categoria_61,Turno_B,3,11,3,67,0,67,5,0,0,144633
Categoria_22,Turno_B,3,11,1,10,0,10,10,0,0,907421
Categoria_62,Turno_A,3,13,5,37,0,37,1,0,0,611661
Categoria_59,Turno_A,3,11,4,11,0,11,2,0,0,596146
Categoria_Desconocida,Turno_A,3,11,2,47,0,47,1,0,0,298998
Categoria_10,Turno_A,3,10,2,8,0,8,7,0,0,909684
Categoria_05,Turno_A,3,12,2,9,0,9,0,0,0,168338
Categoria_11,Turno_B,2,9,5,14,0,14,14,0,0,923910
Categoria_04,Turno_A,2,9,5,9,0,9,0,0,0,298998
Categoria_32,Turno_B,3,11,3,5,0,5,2,0,0,224020
Categoria_28,Turno_B,3,10,1,15,0,15,15,0,0,633094
Categoria_30,Turno_B,3,12,4,6,0,6,0,0,0,298998
Categoria_50,Turno_A,2,9,1,16,0,16,16,0,0,228126
Categoria_56,Turno_A,3,11,1,9,0,9,9,0,0,283109
Categoria_54,Turno_B,3,12,1,19,0,19,1,0,0,130151
Categoria_38,Turno_A,3,12,1,6,0,6,1,0,0,638776
Categoria_62,Turno_B,3,10,2,21,0,21,1,0,0,611661
Categoria_10,Turno_B,3,11,4,6,0,6,0,0,0,909684
Categoria_68,Turno_C,3,10,4,8,0,8,0,0,0,995067
Categoria_51,Turno_A,3,13,6,16,0,16,1,0,0,657972
Categoria_59,Turno_B,2,9,3,20,0,20,8,0,0,596146
Categoria_65,Turno_A,3,11,1,113,0,113,1,0,0,501234
Categoria_11,Turno_B,3,13,1,14,0,14,0,0,0,923910
Categoria_52,Turno_B,3,13,5,41,0,41,0,0,0,143767
Categoria_69,Turno_B,3,12,2,24,15,9,1,0,0,361279
Categoria_04,Turno_A,3,12,5,9,0,9,0,0,0,298998
Categoria_58,Turno_A,3,12,2,31,15,16,7,0,0,274712
Categoria_47,Turno_A,3,12,2,25,0,25,1,0,0,831654
Categoria_20,Turno_A,3,10,1,38,0,38,38,0,0,804824
Categoria_40,Turno_A,3,12,5,27,0,27,0,0,0,149182
Categoria_05,Turno_B,2,9,2,3,3,0,0,0,0,168338
Categoria_07,Turno_A,3,14,2,10,0,10,0,0,0,927710
Categoria_50,Turno_B,2,9,1,6,0,6,1,0,0,228126
Categoria_04,Turno_B,3,13,1,4,0,4,0,0,0,298998
Categoria_08,Turno_B,3,13,4,31,0,31,9,0,0,310804
Categoria_41,Turno_B,2,9,3,49,17,32,32,0,0,465808
Categoria_12,Turno_B,2,9,4,43,0,43,15,0,0,848688
Categoria_35,Turno_B,2,9,5,110,24,86,7,0,0,139312
Categoria_15,Turno_B,3,11,3,18,0,18,1,0,0,482525
Categoria_60,Turno_B,3,10,4,32,0,32,0,0,0,40535
Categoria_29,Turno_B,3,11,3,6,0,6,5,0,0,228969
Categoria_50,Turno_B,3,12,1,6,0,6,0,0,0,228126
Categoria_04,Turno_B,3,13,4,4,0,4,0,0,0,298998
Categoria_67,Turno_A,3,13,4,28,0,28,0,0,0,713550
Categoria_38,Turno_A,3,12,4,6,0,6,1,0,0,638776
Categoria_34,Turno_B,3,11,4,24,0,24,0,0,0,904498
Categoria_64,Turno_A,2,9,4,58,46,12,9,0,0,386896
Categoria_64,Turno_B,3,10,5,16,0,16,1,0,0,386896
Categoria_04,Turno_C,3,12,3,2,0,2,0,0,0,298998
Categoria_08,Turno_A,2,9,5,13,5,8,8,0,0,310804
Categoria_33,Turno_A,3,13,6,8,0,8,0,0,0,298998
Categoria_43,Turno_A,3,13,6,9,0,9,0,0,0,129176
Categoria_33,Turno_C,3,10,1,1,0,1,0,0,0,298998
Categoria_48,Turno_A,3,12,4,54,0,54,50,0,0,311648
Categoria_42,Turno_B,3,13,5,6,6,0,0,0,0,934414
Categoria_17,Turno_B,2,9,2,3,0,3,2,0,0,312918
Categoria_17,Turno_C,2,9,4,8,8,0,0,0,0,312918
Categoria_36,Turno_B,3,11,5,26,0,26,0,0,0,499570
Categoria_62,Turno_A,3,11,1,18,0,18,0,0,0,611661
Categoria_63,Turno_A,3,13,1,71,0,71,2,0,0,34538
Categoria_66,Turno_A,2,9,2,21,0,21,21,0,0,146330
Categoria_44,Turno_B,3,12,4,40,0,40,10,0,0,698519
Categoria_45,Turno_B,2,9,2,11,11,0,0,0,0,211664
Categoria_03,Turno_B,3,10,4,5,0,5,0,0,0,298998
Categoria_10,Turno_B,3,10,2,4,0,4,4,0,0,909684
Categoria_54,Turno_A,2,9,4,17,0,17,14,0,0,130151
Categoria_53,Turno_A,3,12,3,17,0,17,7,0,0,860937
Categoria_40,Turno_A,3,11,2,19,0,19,0,0,0,149182
Categoria_66,Turno_B,3,10,1,12,12,0,0,0,0,146330
Categoria_04,Turno_C,2,9,3,2,0,2,0,0,0,298998
Categoria_66,Turno_A,3,12,2,21,0,21,0,0,0,146330
Categoria_56,Turno_A,3,13,6,19,0,19,6,0,0,283109
Categoria_22,Turno_B,3,12,3,8,0,8,8,0,0,907421
Categoria_44,Turno_A,3,12,1,36,0,36,4,0,0,698519
Categoria_24,Turno_A,3,11,3,12,0,12,1,0,0,23986
Categoria_24,Turno_A,2,9,1,12,12,0,0,0,0,23986
Categoria_62,Turno_B,3,12,3,34,0,34,0,0,0,611661
Categoria_62,Turno_B,3,11,4,32,0,32,1,0,0,611661
Categoria_05,Turno_A,3,11,5,16,0,16,2,0,0,168338
Categoria_31,Turno_B,2,9,2,5,0,5,5,0,0,132409
Categoria_25,Turno_A,3,10,2,14,0,14,14,0,0,988732
Categoria_18,Turno_A,2,9,4,8,0,8,0,0,0,298998
Categoria_42,Turno_B,2,9,3,25,0,25,25,0,0,934414
Categoria_36,Turno_A,3,13,3,28,0,28,0,0,0,499570
Categoria_67,Turno_B,3,13,4,14,0,14,0,0,0,713550
Categoria_42,Turno_A,3,13,5,24,6,18,18,0,0,934414
Categoria_51,Turno_A,3,11,4,40,0,40,4,0,0,657972
Categoria_44,Turno_B,3,12,1,25,0,25,10,0,0,698519
Categoria_03,Turno_B,3,12,2,5,0,5,0,0,0,298998
Categoria_33,Turno_B,2,9,3,2,0,2,0,0,0,298998
Categoria_33,Turno_C,3,10,4,1,0,1,0,0,0,298998
Categoria_59,Turno_A,3,13,6,11,0,11,0,0,0,596146
Categoria_09,Turno_A,3,13,6,12,0,12,0,0,0,22666
Categoria_31,Turno_B,3,12,2,5,0,5,2,0,0,132409
Categoria_61,Turno_A,2,9,4,22,22,0,0,0,0,144633
Categoria_64,Turno_B,3,12,1,36,16,20,0,0,0,386896
